p,time
995.7494560727304,891612997122
995.7500432948626,891712997122
995.7653627836996,891812997122
995.7624398056532,891912997122
995.7641120732164,892012997122
995.7642568863506,892112997122
995.7578675995658,892212997122
995.7543884118719,892312997122
995.7481154316304,892412997122
995.7534863580884,892512997122
995.7571155188926,892612997122
995.7589499936873,892712997122
995.7560617862677,892812997122
995.7561417046612,892912997122
995.755024641648,893012997122
995.7594741328688,893112997122
995.7680884221782,893212997122
995.7718,893312997122
995.7722348223983,893412997122
995.7761945640384,893512997122
995.7827972440193,893612997122
995.78498302229,893712997122
995.7900294796632,893812997122
995.7973190596634,893912997122
995.7977175987344,894012997122
995.7982019879747,894112997122
995.8000559964397,894212997122
995.7992668563753,894312997122
995.7958283783078,894412997122
995.8007967797142,894512997122
995.807446240168,894612997122
995.806852727466,894712997122
995.8072108319515,894812997122
995.8037771809883,894912997122
995.8048941605043,895012997122
995.8050451031758,895112997122
995.8100340053066,895212997122
995.8149562910223,895312997122
995.8229892493886,895412997122
995.8280031435612,895512997122
995.8303315070483,895612997122
995.8313178138184,895712997122
995.8371812250771,895812997122
995.8430635520192,895912997122
995.8500727556053,896012997122
995.8504648311521,896112997122
995.8541992561163,896212997122
995.8553225162924,896312997122
995.8532280355944,896412997122
995.8524954809646,896512997122
995.851901563571,896612997122
995.852352329088,896712997122
995.8499501305624,896812997122
995.8513140283344,896912997122
995.8552737911405,897012997122
995.8613710734596,897112997122
995.8655813840063,897212997122
995.8727597810657,897312997122
995.8777241596133,897412997122
995.8798191400676,897512997122
995.8754956875214,897612997122
995.8691501228636,897712997122
995.8712471560041,897812997122
995.874108844168,897912997122
995.8761874158447,898012997122
995.8774318482916,898112997122
995.8849305991257,898212997122
995.8975472700803,898312997122
995.900886293779,898412997122
995.8929266305972,898512997122
995.8915922223367,898612997122
995.8941441865686,898712997122
995.898545282108,898812997122
995.9063513514677,898912997122
995.9059618248468,899012997122
995.9019219717089,899112997122
995.9014775671727,899212997122
995.9046866561785,899312997122
995.9115400740776,899412997122
995.9149,899512997122
995.9194323349888,899612997122
995.925576509698,899712997122
995.933349495259,899812997122
995.9390105398904,899912997122
995.9415561861964,900012997122
995.9436078968996,900112997122
995.9479175062927,900212997122
995.9546896496687,900312997122
995.952677866527,900412997122
995.9492610354766,900512997122
995.9523179139646,900612997122
995.9603509454164,900712997122
995.9681629828315,900812997122
995.9754131418973,900912997122
995.9752234859495,901012997122
995.9757454896414,901112997122
995.9739609961588,901212997122
995.97464973478,901312997122
995.9794431971883,901412997122
995.9837780439816,901512997122
995.9876984731239,901612997122
995.9863242801003,901712997122
995.985775328858,901812997122
995.9847738755797,901912997122
995.9861467540526,902012997122
995.9852660637109,902112997122
995.9866664138826,902212997122
995.9959447136504,902312997122
996.0011144407813,902412997122
996.0063214640277,902512997122
996.0060143849524,902612997122
996.0087298374367,902712997122
996.0139506803439,902812997122
996.0106268777923,902912997122
996.0112262553763,903012997122
996.020791453764,903112997122
996.0260117694372,903212997122
996.0354909481316,903312997122
996.0373733901868,903412997122
996.0357291756818,903512997122
996.0357320447432,903612997122
996.0357966730836,903712997122
996.0488034747386,903812997122
996.0503440664199,903912997122
996.0505227956227,904012997122
996.046229065372,904112997122
996.04584,904212997122
996.0445310940474,904312997122
996.0531166211025,904412997122
996.0599511547708,904512997122
996.0656234818829,904612997122
996.0630289091301,904712997122
996.0711805086996,904812997122
996.0721302384458,904912997122
996.0686271840343,905012997122
996.0754859452322,905112997122
996.0795914262208,905212997122
996.0848052075337,905312997122
996.08484,905412997122
996.0944143645737,905512997122
996.0963080374394,905612997122
996.0998806098632,905712997122
996.1003861427797,905812997122
996.1019725127768,905912997122
996.1040787036967,906012997122
996.1147353705893,906112997122
996.1183108605743,906212997122
996.122338013206,906312997122
996.1323765558501,906412997122
996.1281691439236,906512997122
996.1295459849792,906612997122
996.1290699460814,906712997122
996.1395345097998,906812997122
996.1435618250737,906912997122
996.1543993535826,907012997122
996.1626339745433,907112997122
996.1787992548713,907212997122
996.1789837841484,907312997122
996.1671802608715,907412997122
996.1604362774457,907512997122
996.1535849666898,907612997122
996.1513745336972,907712997122
996.163273193957,907812997122
996.1639561265207,907912997122
996.175382128301,908012997122
996.1808825509413,908112997122
996.1871042791296,908212997122
996.195053793416,908312997122
996.1977407518438,908412997122
996.2029952870903,908512997122
