acc,time
9.968954536360211,2277415240192
9.784500384171931,2277515240192
9.716916302716346,2277615240192
9.843549549613169,2277715240192
9.695086467356797,2277815240192
9.89007637688066,2277915240192
9.823887503553546,2278015240192
9.764480456313393,2278115240192
10.009544680152183,2278215240192
9.852917072421556,2278315240192
9.816733394571061,2278415240192
9.82383113481458,2278515240192
9.948699651203693,2278615240192
9.78854841750922,2278715240192
9.828398838289838,2278815240192
9.983771829323967,2278915240192
9.796552305361491,2279015240192
9.711884723671432,2279115240192
9.850663128822431,2279215240192
9.904503716937967,2279315240192
9.685987820408501,2279415240192
9.811640060840551,2279515240192
9.952948347534493,2279615240192
9.882177969164767,2279715240192
9.77182715458202,2279815240192
9.888720899854876,2279915240192
9.933387183086484,2280015240192
9.77807107500047,2280115240192
9.790963630039638,2280215240192
9.838046261213606,2280315240192
9.825505101662646,2280415240192
9.742162651524376,2280515240192
9.895416474584547,2280615240192
9.928297313605327,2280715240192
9.855942808246569,2280815240192
9.817547354079696,2280915240192
9.868877482745226,2281015240192
10.002348342628801,2281115240192
9.772889898999416,2281215240192
9.843703657350671,2281315240192
9.888887891559902,2281415240192
9.862137738466307,2281515240192
9.758988102093124,2281615240192
9.86003406003598,2281715240192
9.917907493527114,2281815240192
9.751399691115953,2281915240192
9.76612926724895,2282015240192
9.97622488108507,2282115240192
9.885938019983945,2282215240192
9.748034029313141,2282315240192
9.785307905080495,2282415240192
9.97490859376485,2282515240192
9.841000598943312,2282615240192
9.73543983202931,2282715240192
9.858470714591368,2282815240192
9.868693495877377,2282915240192
9.846826433436071,2283015240192
9.907427888210412,2283115240192
9.868726706506829,2283215240192
9.842199272951838,2283315240192
9.785001117367619,2283415240192
9.967658058266515,2283515240192
9.89738261012743,2283615240192
9.813059626056232,2283715240192
9.875141835126216,2283815240192
9.868512535508804,2283915240192
9.841128712981703,2284015240192
9.774349954268287,2284115240192
9.897751624502318,2284215240192
9.963800361618944,2284315240192
9.75686166170005,2284415240192
9.836400552325436,2284515240192
9.973425542687187,2284615240192
9.775116981856048,2284715240192
9.76144922079534,2284815240192
9.887312443054658,2284915240192
9.949896311079394,2285015240192
9.751820944397608,2285115240192
9.727902315231438,2285215240192
9.925335627825936,2285315240192
9.817756427949146,2285415240192
9.732105509380592,2285515240192
9.854652471909604,2285615240192
9.980145909119617,2285715240192
9.800807298365763,2285815240192
9.764002383284547,2285915240192
9.964618245604553,2286015240192
9.880519314543262,2286115240192
9.78231985091409,2286215240192
9.87397270563068,2286315240192
9.89151170385014,2286415240192
9.849650580302512,2286515240192
9.742320937214114,2286615240192
9.921804007847204,2286715240192
9.890525374128847,2286815240192
9.75232097066384,2286915240192
9.865745642459695,2287015240192
9.883287713044474,2287115240192
9.933174977204464,2287215240192
9.693092050746623,2287315240192
10.015767724528336,2287415240192
9.819942665401264,2287515240192
9.832424142708721,2287615240192
9.771005676014196,2287715240192
9.957853678258651,2287815240192
9.83594023549309,2287915240192
9.735950527210449,2288015240192
9.883591373137783,2288115240192
9.950633187149297,2288215240192
9.759017906328749,2288315240192
9.81690181710534,2288415240192
9.954535741176576,2288515240192
9.878603090674462,2288615240192
9.781545227832147,2288715240192
9.87275158842714,2288815240192
9.985973156930974,2288915240192
9.725073264218887,2289015240192
9.824170142849383,2289115240192
9.840799881538764,2289215240192
9.947784894425268,2289315240192
9.768199881879244,2289415240192
9.851873301282476,2289515240192
9.857116770746233,2289615240192
9.89804736239888,2289715240192
9.780143857361312,2289815240192
9.794254710541411,2289915240192
9.922640260091123,2290015240192
9.799870273816472,2290115240192
9.716795953913788,2290215240192
9.893970383047462,2290315240192
9.885207183940244,2290415240192
9.71136183133348,2290515240192
9.871811575106902,2290615240192
9.976898797389962,2290715240192
9.747897121273066,2290815240192
9.842397772054676,2290915240192
9.98734698389524,2291015240192
9.87961578945381,2291115240192
9.769656102897686,2291215240192
9.836008116150417,2291315240192
9.88751463243374,2291415240192
9.845290385853364,2291515240192
9.76028810062205,2291615240192
9.912505859389189,2291715240192
9.887070819296813,2291815240192
9.793556687484484,2291915240192
9.801295858971868,2292015240192
9.925662118251463,2292115240192
9.92444629487636,2292215240192
9.824609489329527,2292315240192
9.787206779127123,2292415240192
10.045709200717297,2292515240192
9.814072785766877,2292615240192
9.749595272591783,2292715240192
9.98662216414002,2292815240192
9.916269022325569,2292915240192
9.795784361743284,2293015240192
9.74100886665939,2293115240192
10.033801076385311,2293215240192
9.770346999789734,2293315240192
9.883836371776132,2293415240192
9.943254328346534,2293515240192
9.950997798638822,2293615240192
9.797396605133759,2293715240192
9.772388255382316,2293815240192
9.982011970381349,2293915240192
9.779056371375926,2294015240192
9.861763181321557,2294115240192
9.83958088770205,2294215240192
9.9977841440577,2294315240192
9.809777273019717,2294415240192
9.850027058043294,2294515240192
9.862223267977011,2294615240192
9.927431383401792,2294715240192
9.787349694904519,2294815240192
9.849414343783897,2294915240192
9.750445436590974,2295015240192
9.75368532018817,2295115240192
9.673293885055523,2295215240192
9.770081631075174,2295315240192
9.872460547124644,2295415240192
9.600836849058448,2295515240192
9.7206853214289,2295615240192
9.774179861662585,2295715240192
9.670497104823005,2295815240192
9.745521617783425,2295915240192
9.712240629198725,2296015240192
9.675383902723617,2296115240192
9.580522985513925,2296215240192
9.671445518199176,2296315240192
9.71855499077356,2296415240192
9.685437547488194,2296515240192
