m,time
35.17064917348747,3131777285845
36.22106406098688,3131877285845
38.47427359338537,3131977285845
42.08072945495539,3132077285845
42.235235655933344,3132177285845
40.52186874174085,3132277285845
40.49470905509936,3132377285845
41.41254857928328,3132477285845
41.58338269175949,3132577285845
39.861505726890826,3132677285845
39.740893542006454,3132777285845
40.250214593672844,3132877285845
39.23440924315396,3132977285845
37.39356390355874,3133077285845
37.28152610083711,3133177285845
37.52507813883168,3133277285845
41.66806047688232,3133377285845
49.250155068105705,3133477285845
49.799184525633784,3133577285845
49.249533031119824,3133677285845
47.54266267801025,3133777285845
48.70662751149865,3133877285845
48.959611890850546,3133977285845
48.245140964660436,3134077285845
45.87761126101301,3134177285845
44.60788256652332,3134277285845
45.02255775643734,3134377285845
44.4427058116827,3134477285845
40.62679397515989,3134577285845
41.70604514810008,3134677285845
46.31146531797749,3134777285845
53.12393122367037,3134877285845
55.43066818126104,3134977285845
56.001787913415534,3135077285845
55.692017998116455,3135177285845
54.11322512304481,3135277285845
54.545769386269214,3135377285845
53.476670282454,3135477285845
51.49874694704332,3135577285845
49.888939358784754,3135677285845
51.75574983879679,3135777285845
51.322596390277795,3135877285845
48.7984732246564,3135977285845
48.53733675455668,3136077285845
50.68472068728366,3136177285845
56.79021716600507,3136277285845
57.74557634924673,3136377285845
59.96682228266465,3136477285845
59.032366852146424,3136577285845
58.641517326143074,3136677285845
56.18926987649039,3136777285845
56.580603361898305,3136877285845
55.58458086083146,3136977285845
53.675281325617455,3137077285845
54.6035133029625,3137177285845
53.49922541734272,3137277285845
52.088212797031794,3137377285845
50.60466935259641,3137477285845
49.99455973734392,3137577285845
52.811983221882926,3137677285845
59.59880579434324,3137777285845
58.0114808954845,3137877285845
59.22058900986842,3137977285845
58.7374162682313,3138077285845
55.375714278166285,3138177285845
55.976855773754956,3138277285845
56.21857612481917,3138377285845
54.02114833261477,3138477285845
52.88552085470483,3138577285845
54.31074228629565,3138677285845
54.25604731688274,3138777285845
52.27600694283921,3138877285845
51.99814753617389,3138977285845
52.05345621379329,3139077285845
51.99368117346468,3139177285845
53.6147173000661,3139277285845
52.1541574130686,3139377285845
54.957849029380895,3139477285845
53.338074096960746,3139577285845
51.52260315089338,3139677285845
51.10736290658722,3139777285845
51.0568927508197,3139877285845
49.29504852347115,3139977285845
49.993176325275364,3140077285845
